1,铁镐,Iron_Pickaxe.png
2,土块,Dirt_Block.png
3,石块,Stone_Block.png
4,铁阔剑,Iron_Broadsword.png
5,蘑菇,Mushroom.png
6,铁短剑,Iron_Shortsword.png
7,铁锤,Iron_Hammer.png
8,火把,Torch.png
9,木材,Wood.png
10,铁斧,Iron_Axe.png
11,铁矿,Iron_Ore.png
12,铜矿,Copper_Ore.png
13,金矿,Gold_Ore.png
14,银矿,Silver_Ore.png
15,铜表,Copper_Watch.png
16,银表,Silver_Watch.png
17,金表,Gold_Watch.png
18,深度计,Depth_Meter.png
19,金锭,Gold_Bar.png
20,铜锭,Copper_Bar.png
21,银锭,Silver_Bar.png
22,铁锭,Iron_Bar.png
23,凝胶,Gel.png
24,木剑,Wooden_Sword.png
25,木门,Wooden_Door.png
26,石墙,Stone_Wall.png
27,橡实,Acorn.png
28,弱效治疗药水,Lesser_Healing_Potion.png
29,生命水晶,Life_Crystal.png
30,土墙,Dirt_Wall.png
31,玻璃瓶,Bottle.png
32,木桌,Wooden_Table.png
33,熔炉,Furnace.png
34,木椅,Wooden_Chair.png
35,铁砧,Iron_Anvil.png
36,工作台,Work_Bench.png
37,护目镜,Goggles.png
38,晶状体,Lens.png
39,木弓,Wooden_Bow.png
40,木箭,Wooden_Arrow.png
41,烈焰箭,Flaming_Arrow.png
42,手里剑,Shuriken.png
43,可疑眼球,Suspicious_Looking_Eye.png
44,恶魔弓,Demon_Bow.png
45,暗夜战斧,War_Axe_of_the_Night.png
46,魔光剑,Light's_Bane.png
47,邪箭,Unholy_Arrow.png
48,宝箱,Chest.png
49,再生手环,Band_of_Regeneration.png
50,魔镜,Magic_Mirror.png
51,小丑之箭,Jester's_Arrow.png
52,天使雕像,Angel_Statue.png
53,云朵瓶,Cloud_in_a_Bottle.png
54,赫尔墨斯靴,Hermes_Boots.png
55,附魔回旋镖,Enchanted_Boomerang.png
56,魔矿,Demonite_Ore.png
57,魔矿锭,Demonite_Bar.png
58,心,Heart.png
59,腐化种子,Corrupt_Seeds.png
60,魔菇,Vile_Mushroom.png
61,黑檀石块,Ebonstone_Block.png
62,草种子,Grass_Seeds.png
63,向日葵,Sunflower.png
64,魔刺,Vilethorn.png
65,星怒,Starfury.png
66,净化粉,Purification_Powder.png
67,魔粉,Vile_Powder.png
68,腐肉,Rotten_Chunk.png
69,蠕虫毒牙,Worm_Tooth.png
70,蠕虫诱饵,Worm_Food.png
71,铜币,Copper_Coin.png
72,银币,Silver_Coin.png
73,金币,Gold_Coin.png
74,铂金币,Platinum_Coin.png
75,坠落之星,Fallen_Star.png
76,铜护胫,Copper_Greaves.png
77,铁护胫,Iron_Greaves.png
78,银护胫,Silver_Greaves.png
79,金护胫,Gold_Greaves.png
80,铜链甲,Copper_Chainmail.png
81,铁链甲,Iron_Chainmail.png
82,银链甲,Silver_Chainmail.png
83,金链甲,Gold_Chainmail.png
84,抓钩,Grappling_Hook.png
85,链条,Chain.png
86,暗影鳞片,Shadow_Scale.png
87,猪猪存钱罐,Piggy_Bank.png
88,挖矿头盔,Mining_Helmet.png
89,铜头盔,Copper_Helmet.png
90,铁头盔,Iron_Helmet.png
91,银头盔,Silver_Helmet.png
92,金头盔,Gold_Helmet.png
93,木墙,Wood_Wall.png
94,木平台,Wood_Platform.png
95,燧发枪,Flintlock_Pistol.png
96,火枪,Musket.png
97,火枪子弹,Musket_Ball.png
98,迷你鲨,Minishark.png
99,铁弓,Iron_Bow.png
100,暗影护胫,Shadow_Greaves.png
101,暗影鳞甲,Shadow_Scalemail.png
102,暗影头盔,Shadow_Helmet.png
103,梦魇镐,Nightmare_Pickaxe.png
104,魔锤,The_Breaker.png
105,蜡烛,Candle.png
106,铜吊灯,Copper_Chandelier.png
107,银吊灯,Silver_Chandelier.png
108,金吊灯,Gold_Chandelier.png
109,魔力水晶,Mana_Crystal.png
110,弱效魔力药水,Lesser_Mana_Potion.png
111,星力手环,Band_of_Starpower.png
112,火之花,Flower_of_Fire.png
113,魔法导弹,Magic_Missile.png
114,土魔杖,Dirt_Rod.png
115,暗影珠,Shadow_Orb.png
116,陨石,Meteorite.png
117,陨石锭,Meteorite_Bar.png
118,爪钩,Hook.png
119,烈焰回旋镖,Flamarang.png
120,熔火之怒,Molten_Fury.png
121,炽焰巨剑,Fiery_Greatsword.png
122,熔岩镐,Molten_Pickaxe.png
123,流星头盔,Meteor_Helmet.png
124,流星护甲,Meteor_Suit.png
125,流星护腿,Meteor_Leggings.png
126,水瓶,Bottled_Water.png
127,太空枪,Space_Gun.png
128,火箭靴,Rocket_Boots.png
129,灰砖,Gray_Brick.png
130,灰砖墙,Gray_Brick_Wall.png
131,红砖,Red_Brick.png
132,红砖墙,Red_Brick_Wall.png
133,粘土块,Clay_Block.png
134,蓝砖,Blue_Brick.png
135,蓝砖墙,Blue_Brick_Wall.png
136,挂链灯笼,Chain_Lantern.png
137,绿砖,Green_Brick.png
138,绿砖墙,Green_Brick_Wall.png
139,粉砖,Pink_Brick.png
140,粉砖墙,Pink_Brick_Wall.png
141,金砖,Gold_Brick.png
142,金砖墙,Gold_Brick_Wall.png
143,银砖,Silver_Brick.png
144,银砖墙,Silver_Brick_Wall.png
145,铜砖,Copper_Brick.png
146,铜砖墙,Copper_Brick_Wall.png
147,尖刺,Spike.png
148,水蜡烛,Water_Candle.png
149,书,Book.png
150,蛛网,Cobweb.png
151,死灵头盔,Necro_Helmet.png
152,死灵胸甲,Necro_Breastplate.png
153,死灵护胫,Necro_Greaves.png
154,骨头,Bone.png
155,村正大刀,Muramasa.png
156,钴护盾,Cobalt_Shield.png
157,海蓝权杖,Aqua_Scepter.png
158,幸运马掌,Lucky_Horseshoe.png
159,闪亮红气球,Shiny_Red_Balloon.png
160,鱼叉枪,Harpoon.png
161,尖球,Spiky_Ball.png
162,链球,Ball_O'_Hurt.png
163,蓝月,Blue_Moon.png
164,手枪,Handgun.png
165,水矢,Water_Bolt.png
166,炸弹,Bomb.png
167,雷管,Dynamite.png
168,手榴弹,Grenade.png
169,沙块,Sand_Block.png
170,玻璃,Glass.png
171,标牌,Sign.png
172,灰烬块,Ash_Block.png
173,黑曜石,Obsidian.png
174,狱石,Hellstone.png
175,狱石锭,Hellstone_Bar.png
176,泥块,Mud_Block.png
177,蓝玉,Sapphire.png
178,红玉,Ruby.png
179,翡翠,Emerald.png
180,黄玉,Topaz.png
181,紫晶,Amethyst.png
182,钻石,Diamond.png
183,发光蘑菇,Glowing_Mushroom.png
184,星星,Star.png
185,常春藤鞭,Ivy_Whip.png
186,芦苇呼吸管,Breathing_Reed.png
187,脚蹼,Flipper.png
188,治疗药水,Healing_Potion.png
189,魔力药水,Mana_Potion.png
190,草剑,Blade_of_Grass.png
191,荆棘旋刃,Thorn_Chakram.png
192,黑曜石砖,Obsidian_Brick.png
193,黑曜石骷髅头,Obsidian_Skull.png
194,蘑菇草种子,Mushroom_Grass_Seeds.png
195,丛林草种子,Jungle_Grass_Seeds.png
196,木锤,Wooden_Hammer.png
197,星星炮,Star_Cannon.png
198,蓝陨石光剑,Blue_Phaseblade.png
199,红陨石光剑,Red_Phaseblade.png
200,绿陨石光剑,Green_Phaseblade.png
201,紫陨石光剑,Purple_Phaseblade.png
202,白陨石光剑,White_Phaseblade.png
203,黄陨石光剑,Yellow_Phaseblade.png
204,流星锤斧,Meteor_Hamaxe.png
205,空桶,Empty_Bucket.png
206,水桶,Water_Bucket.png
207,熔岩桶,Lava_Bucket.png
208,丛林玫瑰,Jungle_Rose.png
209,毒刺,Stinger.png
210,藤蔓,Vine.png
211,猛爪手套,Feral_Claws.png
212,疾风脚镯,Anklet_of_the_Wind.png
213,再生法杖,Staff_of_Regrowth.png
214,狱石砖,Hellstone_Brick.png
215,整蛊坐垫,Whoopie_Cushion.png
216,脚镣,Shackle.png
217,熔岩锤斧,Molten_Hamaxe.png
218,烈焰火鞭,Flamelash.png
219,凤凰爆破枪,Phoenix_Blaster.png
220,阳炎之怒,Sunfury.png
221,地狱熔炉,Hellforge.png
222,粘土盆,Clay_Pot.png
223,大自然的恩赐,Nature's_Gift.png
224,床,Bed.png
225,丝绸,Silk.png
226,弱效恢复药水,Lesser_Restoration_Potion.png
227,恢复药水,Restoration_Potion.png
228,丛林帽,Jungle_Hat.png
229,丛林衣,Jungle_Shirt.png
230,丛林裤,Jungle_Pants.png
231,熔岩头盔,Molten_Helmet.png
232,熔岩胸甲,Molten_Breastplate.png
233,熔岩护胫,Molten_Greaves.png
234,流星弹,Meteor_Shot.png
235,粘性炸弹,Sticky_Bomb.png
236,黑晶状体,Black_Lens.png
237,墨镜,Sunglasses.png
238,巫师帽,Wizard_Hat.png
239,高顶礼帽,Top_Hat.png
240,西装衣,Tuxedo_Shirt.png
241,西装裤,Tuxedo_Pants.png
242,夏日草帽,Summer_Hat.png
243,兔兔兜帽,Bunny_Hood.png
244,管道工帽,Plumber's_Hat.png
245,管道工衣,Plumber's_Shirt.png
246,管道工背带裤,Plumber's_Pants.png
247,英雄帽,Hero's_Hat.png
248,英雄衣,Hero's_Shirt.png
249,英雄裤,Hero's_Pants.png
250,鱼缸,Fish_Bowl.png
251,考古帽,Archaeologist's_Hat.png
252,考古夹克,Archaeologist's_Jacket.png
253,考古裤,Archaeologist's_Pants.png
254,黑线,Black_Thread.png
255,绿线,Green_Thread.png
256,忍者兜帽,Ninja_Hood.png
257,忍者衣,Ninja_Shirt.png
258,忍者裤,Ninja_Pants.png
259,皮革,Leather.png
260,红帽,Red_Hat.png
261,金鱼,Goldfish.png
262,长袍,Robe.png
263,机器人帽,Robot_Hat.png
264,金冠,Gold_Crown.png
265,狱炎箭,Hellfire_Arrow.png
266,沙枪,Sandgun.png
267,向导巫毒娃娃,Guide_Voodoo_Doll.png
268,潜水头盔,Diving_Helmet.png
269,便装衣,Familiar_Shirt.png
270,便装裤,Familiar_Pants.png
271,便装假发,Familiar_Wig.png
272,恶魔锄刀,Demon_Scythe.png
273,永夜刃,Night's_Edge.png
274,暗黑长戟,Dark_Lance.png
275,珊瑚,Coral.png
276,仙人掌,Cactus.png
277,三叉戟,Trident.png
278,银子弹,Silver_Bullet.png
279,投刀,Throwing_Knife.png
280,长矛,Spear.png
281,吹管,Blowpipe.png
282,荧光棒,Glowstick.png
283,种子,Seed.png
284,木制回旋镖,Wooden_Boomerang.png
285,金属带扣,Aglet.png
286,粘性荧光棒,Sticky_Glowstick.png
287,毒刀,Poisoned_Knife.png
288,黑曜石皮药水,Obsidian_Skin_Potion.png
289,再生药水,Regeneration_Potion.png
290,敏捷药水,Swiftness_Potion.png
291,鱼鳃药水,Gills_Potion.png
292,铁皮药水,Ironskin_Potion.png
293,魔力再生药水,Mana_Regeneration_Potion.png
294,魔能药水,Magic_Power_Potion.png
295,羽落药水,Featherfall_Potion.png
296,洞穴探险药水,Spelunker_Potion.png
297,隐身药水,Invisibility_Potion.png
298,光芒药水,Shine_Potion.png
299,夜猫子药水,Night_Owl_Potion.png
300,战斗药水,Battle_Potion.png
301,荆棘药水,Thorns_Potion.png
302,水上漂药水,Water_Walking_Potion.png
303,箭术药水,Archery_Potion.png
304,狩猎药水,Hunter_Potion.png
305,重力药水,Gravitation_Potion.png
306,金箱,Gold_Chest.png
307,太阳花种子,Daybloom_Seeds.png
308,月光草种子,Moonglow_Seeds.png
309,闪耀根种子,Blinkroot_Seeds.png
310,死亡草种子,Deathweed_Seeds.png
311,幌菊种子,Waterleaf_Seeds.png
312,火焰花种子,Fireblossom_Seeds.png
313,太阳花,Daybloom.png
314,月光草,Moonglow.png
315,闪耀根,Blinkroot.png
316,死亡草,Deathweed.png
317,幌菊,Waterleaf.png
318,火焰花,Fireblossom.png
319,鲨鱼鳍,Shark_Fin.png
320,羽毛,Feather.png
321,墓石,Tombstone.png
322,丑角面具,Mime_Mask.png
323,蚁狮上颚,Antlion_Mandible.png
324,非法枪械部件,Illegal_Gun_Parts.png
325,博士衣,The_Doctor's_Shirt.png
326,博士裤,The_Doctor's_Pants.png
327,金钥匙,Golden_Key.png
328,暗影箱,Shadow_Chest.png
329,暗影钥匙,Shadow_Key.png
330,黑曜石砖墙,Obsidian_Brick_Wall.png
331,丛林孢子,Jungle_Spores.png
332,织布机,Loom.png
333,钢琴,Piano.png
334,梳妆台,Dresser.png
335,长椅,Bench.png
336,浴缸,Bathtub.png
337,红旗,Red_Banner.png
338,绿旗,Green_Banner.png
339,蓝旗,Blue_Banner.png
340,黄旗,Yellow_Banner.png
341,灯柱,Lamp_Post.png
342,提基火把,Tiki_Torch.png
343,桶,Barrel.png
344,中式灯笼,Chinese_Lantern.png
345,烹饪锅,Cooking_Pot.png
346,保险箱,Safe.png
347,骷髅头灯笼,Skull_Lantern.png
348,垃圾桶,Trash_Can.png
349,烛台,Candelabra.png
350,粉花瓶,Pink_Vase.png
351,玻璃杯,Mug.png
352,酒桶,Keg.png
353,麦芽酒,Ale.png
354,书架,Bookcase.png
355,王座,Throne.png
356,碗,Bowl.png
357,鱼菇汤,Bowl_of_Soup.png
358,马桶,Toilet.png
359,落地大摆钟,Grandfather_Clock.png
360,盔甲雕像,Armor_Statue.png
361,哥布林战旗,Goblin_Battle_Standard.png
362,破布,Tattered_Cloth.png
363,锯木机,Sawmill.png
